OpenROAD ee3d65ce03b2656092ed62bf9205c5c11049c575 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[INFO ORD-0030] Using 32 thread(s).
source /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/liberty_suppressions.tcl
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_AO_RVT_FF_nldm_211120.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_INVBUF_RVT_FF_nldm_220122.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_OA_RVT_FF_nldm_211120.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_SIMPLE_RVT_FF_nldm_211120.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_SEQ_RVT_FF_nldm_220123.lib
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_AO_LVT_FF_nldm_211120.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_INVBUF_LVT_FF_nldm_220122.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_OA_LVT_FF_nldm_211120.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_SIMPLE_LVT_FF_nldm_211120.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_SEQ_LVT_FF_nldm_220123.lib
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_AO_SLVT_FF_nldm_211120.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_INVBUF_SLVT_FF_nldm_220122.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_OA_SLVT_FF_nldm_211120.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_SIMPLE_SLVT_FF_nldm_211120.lib.gz
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_SEQ_SLVT_FF_nldm_220123.lib
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/fakeram7_64x256.lib
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/fakeram7_128x64.lib
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/fakeram7_64x28.lib
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/fakeram7_64x25.lib
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_DFFHQNH2V2X_RVT_TT_nldm_FAKE.lib
read_liberty /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/lib/NLDM/asap7sc7p5t_DFFHQNV2X_RVT_TT_nldm_FAKE.lib
read_db ./results/asap7/cva6/baseline_alpha_16-beta_0.1/3_3_place_gp.odb
source /home/lucast/workspace/OR-flow-TCC/flow/platforms/asap7/setRC.tcl
estimate_parasitics -placement
Perform buffer insertion and gate resizing...
repair_design -verbose
Iteration |   Area    | Resized | Buffers | Nets repaired | Remaining
---------------------------------------------------------------------
        0 |     +0.0% |       0 |       0 |             0 |    118009
     1000 |     +0.0% |       0 |       0 |             0 |    117009
     2000 |     +0.0% |       0 |       0 |             0 |    116009
     3000 |     +0.0% |       0 |       0 |             0 |    115009
     4000 |     +0.0% |       0 |       0 |             0 |    114009
     5000 |     +0.0% |       0 |       0 |             0 |    113009
     6000 |     +0.0% |       0 |       0 |             0 |    112009
     7000 |     +0.0% |       0 |       0 |             0 |    111009
     8000 |     +0.0% |       0 |       0 |             0 |    110009
     9000 |     +0.0% |       0 |       0 |             0 |    109009
    10000 |     +0.0% |       0 |       0 |             0 |    108009
    11000 |     +0.0% |       0 |       0 |             0 |    107009
    12000 |     +0.0% |       0 |       0 |             0 |    106009
    13000 |     +0.0% |       0 |       0 |             0 |    105009
    14000 |     +0.0% |       0 |       0 |             0 |    104009
    15000 |     +0.0% |       0 |       0 |             0 |    103009
    16000 |     +0.0% |       0 |       0 |             0 |    102009
    17000 |     +0.0% |       0 |       0 |             0 |    101009
    18000 |     +0.0% |       0 |       0 |             0 |    100009
    19000 |     +0.0% |       0 |       0 |             0 |     99009
    20000 |     +0.0% |       0 |       0 |             0 |     98009
    21000 |     +0.0% |       0 |       0 |             0 |     97009
    22000 |     +0.0% |       0 |       0 |             0 |     96009
    23000 |     +0.0% |       0 |       0 |             0 |     95009
    24000 |     +0.0% |       0 |       0 |             0 |     94009
    25000 |     +0.0% |       0 |       0 |             0 |     93009
    26000 |     +0.0% |       0 |       0 |             0 |     92009
    27000 |     +0.0% |       0 |       0 |             0 |     91009
    28000 |     +0.0% |       0 |       0 |             0 |     90009
    29000 |     +0.0% |       0 |       0 |             0 |     89009
    30000 |     +0.0% |       0 |       0 |             0 |     88009
    31000 |     +0.0% |       0 |       0 |             0 |     87009
    32000 |     +0.0% |       0 |       0 |             0 |     86009
    33000 |     +0.0% |       0 |       0 |             0 |     85009
    34000 |     +0.0% |       0 |       0 |             0 |     84009
    35000 |     +0.0% |       0 |       0 |             0 |     83009
    36000 |     +0.0% |       0 |       0 |             0 |     82009
    37000 |     +0.0% |       0 |       0 |             0 |     81009
    38000 |     +0.0% |       0 |       0 |             0 |     80009
    39000 |     +0.0% |       0 |       0 |             0 |     79009
    40000 |     +0.0% |       0 |       0 |             0 |     78009
    41000 |     +0.0% |       0 |       0 |             0 |     77009
    42000 |     +0.0% |       0 |       0 |             0 |     76009
    43000 |     +0.0% |       0 |       0 |             0 |     75009
    44000 |     +0.0% |       0 |       0 |             0 |     74009
    45000 |     +0.0% |       0 |       0 |             0 |     73009
    46000 |     +0.0% |       0 |       0 |             0 |     72009
    47000 |     +0.0% |       0 |       0 |             0 |     71009
    48000 |     +0.0% |       0 |       0 |             0 |     70009
    49000 |     +0.0% |       0 |       0 |             0 |     69009
    50000 |     +0.0% |       0 |       0 |             0 |     68009
    51000 |     +0.0% |       0 |       0 |             0 |     67009
    52000 |     +0.0% |       0 |       0 |             0 |     66009
    53000 |     +0.0% |       0 |       0 |             0 |     65009
    54000 |     +0.0% |       0 |       0 |             0 |     64009
    55000 |     +0.0% |       0 |       0 |             0 |     63009
    56000 |     +0.0% |       0 |       0 |             0 |     62009
    57000 |     +0.0% |       0 |       0 |             0 |     61009
    58000 |     +0.0% |       0 |       0 |             0 |     60009
    59000 |     +0.0% |       0 |       0 |             0 |     59009
    60000 |     +0.0% |       0 |       0 |             0 |     58009
    61000 |     +0.0% |       0 |       0 |             0 |     57009
    62000 |     +0.0% |       0 |       0 |             0 |     56009
    63000 |     +0.0% |       0 |       0 |             0 |     55009
    64000 |     +0.0% |       0 |       0 |             0 |     54009
    65000 |     +0.0% |       0 |       0 |             0 |     53009
    66000 |     +0.0% |       0 |       0 |             0 |     52009
    67000 |     +0.0% |       0 |       0 |             0 |     51009
    68000 |     +0.0% |       0 |       0 |             0 |     50009
    69000 |     +0.0% |       0 |       0 |             0 |     49009
    70000 |     +0.0% |       0 |       0 |             0 |     48009
    71000 |     +0.0% |       0 |       0 |             0 |     47009
    72000 |     +0.0% |       0 |       0 |             0 |     46009
    73000 |     +0.0% |       0 |       0 |             0 |     45009
    74000 |     +0.0% |       0 |       0 |             0 |     44009
    75000 |     +0.0% |       0 |       0 |             0 |     43009
    76000 |     +0.0% |       0 |       0 |             0 |     42009
    77000 |     +0.0% |       0 |       0 |             0 |     41009
    78000 |     +0.0% |       0 |       0 |             0 |     40009
    79000 |     +0.0% |       0 |       0 |             0 |     39009
    80000 |     +0.0% |       0 |       0 |             0 |     38009
    81000 |     +0.0% |       0 |       0 |             0 |     37009
    82000 |     +0.0% |       0 |       0 |             0 |     36009
    83000 |     +0.0% |       0 |       0 |             0 |     35009
    84000 |     +0.0% |       0 |       0 |             0 |     34009
    85000 |     +0.0% |       0 |       0 |             0 |     33009
    86000 |     +0.0% |       0 |       0 |             0 |     32009
    87000 |     +0.0% |       0 |       0 |             0 |     31009
    88000 |     +0.0% |       0 |       0 |             0 |     30009
    89000 |     +0.0% |       0 |       0 |             0 |     29009
    90000 |     +0.0% |       0 |       0 |             0 |     28009
    91000 |     +0.0% |       0 |       0 |             0 |     27009
    92000 |     +0.0% |       0 |       0 |             0 |     26009
    93000 |     +0.0% |       0 |       0 |             0 |     25009
    94000 |     +0.0% |       0 |       0 |             0 |     24009
    95000 |     +0.0% |       0 |       0 |             0 |     23009
    96000 |     +0.0% |       0 |       0 |             0 |     22009
    97000 |     +0.0% |       0 |       0 |             0 |     21009
    98000 |     +0.0% |       0 |       0 |             0 |     20009
    99000 |     +0.0% |       0 |       0 |             0 |     19009
   100000 |     +0.0% |       0 |       0 |             0 |     18009
   101000 |     +0.0% |       0 |       0 |             0 |     17009
   102000 |     +0.0% |       0 |       0 |             0 |     16009
   103000 |     +0.0% |       0 |       0 |             0 |     15009
   104000 |     +0.0% |       0 |       0 |             0 |     14009
   105000 |     +0.0% |       0 |       0 |             0 |     13009
   106000 |     +0.0% |       0 |       0 |             0 |     12009
   107000 |     +0.0% |       0 |       0 |             0 |     11009
   108000 |     +0.0% |       0 |       0 |             0 |     10009
